tag,total_chars,num_spaces,num_parenthesis,num_slash,num_plus,num_point,num_comma,num_semicolon,num_alpha,num_numeric,ratio_spaces,ratio_alpha,ratio_numeric,ratio_parenthesis,ratio_slash,ratio_plus,ratio_point,ratio_comma,ratio_semicolon,ent,word_count
"<meta content=""https://www.facebook.com/images/fb_icon_325x325.png"" property=""og:image""/>
",90,2,0,5,0,3,0,0,69,6,0.022222222222222223,0.7666666666666667,0.06666666666666667,0.0,0.05555555555555555,0.0,0.03333333333333333,0.0,0.0,4.7746826802854025,0
"<meta content=""th_TH"" property=""og:locale""/>
",45,2,0,1,0,0,0,0,32,0,0.044444444444444446,0.7111111111111111,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,4.3449721968977455,0
"<link href=""https://m.facebook.com/"" media=""only screen and (max-width: 640px)"" rel=""alternate""/>
",98,7,2,4,0,2,0,0,68,3,0.07142857142857142,0.6938775510204082,0.030612244897959183,0.02040816326530612,0.04081632653061224,0.0,0.02040816326530612,0.0,0.0,4.82221236531166,0
"<link href=""https://m.facebook.com/"" media=""handheld"" rel=""alternate""/>
",72,3,0,4,0,2,0,0,50,0,0.041666666666666664,0.6944444444444444,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,4.474715106326878,0
"<meta content=""à¹à¸à¹à¸²à¸ªà¸¹à¹à¸£à¸°à¸à¸ Facebook à¹à¸à¸·à¹à¸­à¹à¸£à¸´à¹à¸¡à¹à¸à¸£à¹à¹à¸¥à¸°à¹à¸à¸·à¹à¸­à¸¡à¸à¹à¸­à¸à¸±à¸à¹à¸à¸·à¹à¸­à¸à¹ à¸à¸£à¸­à¸à¸à¸£à¸±à¸§ à¹à¸¥à¸°à¸à¸à¸à¸µà¹à¸à¸¸à¸à¸£à¸¹à¹à¸à¸±à¸"" name=""description""/>
",266,6,0,1,0,0,0,0,130,0,0.022556390977443608,0.48872180451127817,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0,4.1512608546130485,0
"<link href=""https://www.facebook.com/"" rel=""canonical""/>
",57,2,0,4,0,2,0,0,39,0,0.03508771929824561,0.6842105263157895,0.0,0.0,0.07017543859649122,0.0,0.03508771929824561,0.0,0.0,4.53860163678198,0
"<link href=""https://static.xx.fbcdn.net/rsrc.php/yv/r/B8BxsscfVBr.ico"" rel=""icon""/>
",84,2,0,7,0,5,0,0,60,1,0.023809523809523808,0.7142857142857143,0.011904761904761904,0.0,0.08333333333333333,0.0,0.05952380952380952,0.0,0.0,4.653873602548423,0
"<link data-bootloader-hash=""5ai6w4/"" href=""https://static.xx.fbcdn.net/rsrc.php/v3/y_/l/2,cross/PGTDQrOs2x1.css?_nc_x=Ij3Wp8lg5Kz"" rel=""stylesheet"" type=""text/css""/>
",166,4,0,11,0,5,1,0,125,10,0.024096385542168676,0.7530120481927711,0.060240963855421686,0.0,0.06626506024096386,0.0,0.030120481927710843,0.006024096385542169,0.0,5.152155425379044,0
"<link data-bootloader-hash=""ECmA6zn"" href=""https://static.xx.fbcdn.net/rsrc.php/v3/yN/l/2,cross/_Vf1AJSPkwU.css?_nc_x=Ij3Wp8lg5Kz"" rel=""stylesheet"" type=""text/css""/>
",166,4,0,10,0,5,1,0,126,7,0.024096385542168676,0.7590361445783133,0.04216867469879518,0.0,0.060240963855421686,0.0,0.030120481927710843,0.006024096385542169,0.0,5.248314926362678,0
"<link data-bootloader-hash=""uPaLdbH"" href=""https://static.xx.fbcdn.net/rsrc.php/v3/yH/l/2,cross/nsyHac-O6Tk.css?_nc_x=Ij3Wp8lg5Kz"" rel=""stylesheet"" type=""text/css""/>
",166,4,0,10,0,5,1,0,125,6,0.024096385542168676,0.7530120481927711,0.03614457831325301,0.0,0.060240963855421686,0.0,0.030120481927710843,0.006024096385542169,0.0,5.099389394130269,0
"<link data-bootloader-hash=""+U4Ilr9"" href=""https://static.xx.fbcdn.net/rsrc.php/v3/yF/l/2,cross/Rx1XH6Guprn.css?_nc_x=Ij3Wp8lg5Kz"" rel=""stylesheet"" type=""text/css""/>
",166,4,0,10,1,5,1,0,125,9,0.024096385542168676,0.7530120481927711,0.05421686746987952,0.0,0.060240963855421686,0.006024096385542169,0.030120481927710843,0.006024096385542169,0.0,5.184267128496718,0
"<script data-bootloader-hash=""T+tuuWA"" nonce=""v2Fe6nzR"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/Oto97VpPJGI.js?_nc_x=Ij3Wp8lg5Kz"">
</script>
",151,3,0,8,1,5,0,0,114,8,0.019867549668874173,0.7549668874172185,0.052980132450331126,0.0,0.052980132450331126,0.006622516556291391,0.033112582781456956,0.0,0.0,5.34287667207716,0
"<script nonce=""v2Fe6nzR"">
 requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""4883"":{""r"":1,""s"":1},""1814852"":{""r"":1},""1848815"":{""r"":10000,""s"":1}},""gkxData"":{""9962"":{""result"":false,""hash"":null},""676837"":{""result"":false,""hash"":null},""708253"":{""result"":false,""hash"":null},""1167394"":{""result"":false,""hash"":null},""1073500"":{""result"":false,""hash"":null},""1224637"":{""result"":false,""hash"":null},""1263340"":{""result"":false,""hash"":null},""1857581"":{""result"":false,""hash"":null}},""qexData"":{""662"":{""r"":null}}})});requireLazy([""TimeSliceImpl"",""ServerJS""],function(TimeSlice,ServerJS){(new ServerJS()).handle({""define"":[[""ServerNonce"",[],{""ServerNonce"":""kuv-NFZ4Ybl7IsoYVumsIY""},141],[""KSConfig"",[],{""killed"":{""__set"":[""WORKPLACE_DISPLAY_TEXT_EVIDENCE_REPORTING"",""BUSINESS_GRAPH_SETTING_APP_ASSIGNED_USERS_NEW_API"",""BUSINESS_GRAPH_SETTING_BU_ASSIGNED_USERS_NEW_API"",""BUSINESS_GRAPH_SETTING_ESG_ASSIGNED_USERS_NEW_API"",""BUSINESS_GRAPH_SETTING_PRODUCT_CATALOG_ASSIGNED_USERS_NEW_API"",""BUSINESS_GRAPH_SETTING_SESG_ASSIGNED_USERS_NEW_API"",""BUSINESS_GRAPH_SETTING_WABA_ASSIGNED_USERS_NEW_API"",""FORCE_FETCH_BOOSTED_COMPONENT_AFTER_ADS_CREATION"",""ADS_STORE_VISITS_METRICS_DEPRECATION"",""AD_DRAFT_ENABLE_SYNCRHONOUS_FRAGMENT_VALIDATION"",""SEPARATE_MESSAGING_COMACTIVITY_PAGE_PERMS"",""POCKET_MONSTERS_CREATE"",""POCKET_MONSTERS_DELETE"",""WORKPLACE_PLATFORM_SECURE_APPS_MAILBOXES"",""POCKET_MONSTERS_UPDATE_NAME"",""IC_DISABLE_MERGE_TOOL_FEED_CHECK_FOR_REPLACE_SCHEDULE"",""ADS_EPD_IMPACTED_ADVERTISER_MIGRATE_XCONTROLLER"",""TPA_SRT_TRANSLATION"",""WORKROOMS_REQUEST_TAGGING_TAG_NO_INIT_BY_VC_GALAXY""]},""ko"":{""__set"":[""8NAceEy9JZo"",""4j36SVzvP3w"",""4NSq3ZC4ScE"",""53gCxKq281G"",""3yzzwBY7Npj"",""1onzIv0jH6H"",""8PlKuowafe8"",""4SIH2GRVX5W"",""amKHb4Cw4WI"",""8rDvN9vWdAK"",""5BdzWGmfvrA"",""acrJTh9WGdp"",""1oOE64fL4wO"",""5XCz1h9Iaw3"",""7r6mSP7ofr2"",""6DGPLrRdyts"",""aWxCyi1sEC7"",""3sKizTQ6byg"",""6XsXQ2qHw8y""]}},2580],[""InitialCookieConsent"",[],{""deferCookies"":false,""initialConsent"":[1,2],""noCookies"":false,""shouldShowCookieBanner"":false,""shouldWaitForDeferredDatrCookie"":false},4328],[""CookieConsentIFrameConfig"",[],{""consent_param"":""FQAREhISAA==.ARb4KMAjs7KEs5R7e7r3Fo_twuJ2MK1hrvMS1S4w3sKRGT_I"",""allowlisted_iframes"":[],""is_checkpointed"":false},5540],[""ServerTimeData"",[],{""serverTime"":1702518109000,""timeOfRequestStart"":1702518108965.2,""timeOfResponseStart"":1702518108965.2},5943],[""URLFragmentPreludeConfig"",[],{""hashtagRedirect"":true,""fragBlacklist"":[""nonce"",""access_token"",""oauth_token"",""xs"",""checkpoint_data"",""code""]},137],[""CometPersistQueryParams"",[],{""relative"":{},""domain"":{}},6231],[""CookieDomain"",[],{""domain"":""facebook.com""},6421],[""CurrentAdAccountInitialData"",[],{""AD_ACCOUNT_ID"":null},6828],[""BootloaderConfig"",[],{""deferBootloads"":false,""jsRetries"":[200,500],""jsRetryAbortNum"":2,""jsRetryAbortTime"":5,""silentDups"":false,""timeout"":60000,""tieredLoadingFromTier"":100,""hypStep4"":false,""phdOn"":false,""btCutoffIndex"":2304,""fastPathForAlreadyRequired"":true,""earlyRequireLazy"":false,""enableTimeoutLoggingForNonComet"":false,""deferLongTailManifest"":true,""lazySoT"":false,""translationRetries"":[200,500],""translationRetryAbortNum"":3,""translationRetryAbortTime"":50},329],[""CSSLoaderConfig"",[],{""timeout"":5000,""modulePrefix"":""BLCSS:"",""forcePollForBootloader"":true},619],[""CookieCoreConfig"",[],{""c_user"":{""t"":31536000},""cppo"":{""t"":86400},""dpr"":{""t"":604800},""fbl_ci"":{""t"":31536000},""fbl_cs"":{""t"":31536000},""fbl_st"":{""t"":31536000},""i_user"":{""t"":31536000},""locale"":{""t"":604800},""m_ls"":{""t"":34560000},""m_pixel_ratio"":{""t"":604800},""noscript"":{},""presence"":{""t"":2592000},""sfau"":{},""usida"":{},""vpd"":{""t"":5184000},""wd"":{""t"":604800},""wl_cbv"":{""t"":7776000},""x-referer"":{},""x-src"":{""t"":1}},2104],[""CurrentCommunityInitialData"",[],{},490],[""CurrentUserInitialData"",[],{""ACCOUNT_ID"":""0"",""USER_ID"":""0"",""NAME"":"""",""SHORT_NAME"":null,""IS_BUSINESS_PERSON_ACCOUNT"":false,""HAS_SECONDARY_BUSINESS_PERSON"":false,""IS_FACEBOOK_WORK_ACCOUNT"":false,""IS_MESSENGER_ONLY_USER"":false,""IS_DEACTIVATED_ALLOWED_ON_MESSENGER"":false,""IS_MESSENGER_CALL_GUEST_USER"":false,""IS_WORK_MESSENGER_CALL_GUEST_USER"":false,""IS_WORKROOMS_USER"":false,""APP_ID"":""256281040558"",""IS_BUSINESS_DOMAIN"":false},270],[""DTSGInitialData"",[],{},258],[""ISB"",[],{},330],[""LSD"",[],{""token"":""AVpk9gZRrMk""},323],[""SiteData"",[],{""server_revision"":1010404278,""client_revision"":1010404278,""tier"":"""",""push_phase"":""C3"",""pkg_cohort"":""BP:DEFAULT"",""haste_session"":""19705.BP:DEFAULT.2.0..0.0"",""pr"":1,""haste_site"":""www"",""manifest_base_uri"":""https:\/\/static.xx.fbcdn.net"",""manifest_origin"":null,""manifest_version_prefix"":null,""be_one_ahead"":false,""is_rtl"":false,""is_comet"":false,""is_experimental_tier"":false,""is_jit_warmed_up"":true,""hsi"":""7312259595922016577"",""semr_host_bucket"":""5"",""bl_hash_version"":2,""skip_rd_bl"":true,""comet_env"":0,""wbloks_env"":false,""ef_page"":null,""compose_bootloads"":false,""spin"":4,""__spin_r"":1010404278,""__spin_b"":""trunk"",""__spin_t"":1702518108,""vip"":""163.70.149.35""},317],[""SprinkleConfig"",[],{""param_name"":""jazoest"",""version"":2,""should_randomize"":false},2111],[""UserAgentData"",[],{""browserArchitecture"":""32"",""browserFullVersion"":null,""browserMinorVersion"":null,""browserName"":""Unknown"",""browserVersion"":null,""deviceName"":""Unknown"",""engineName"":""Unknown"",""engineVersion"":null,""platformArchitecture"":""32"",""platformName"":""Unknown"",""platformVersion"":null,""platformFullVersion"":null},527],[""PromiseUsePolyfillSetImmediateGK"",[],{""www_always_use_polyfill_setimmediate"":false},2190],[""CurrentBusinessUser"",[],{""business_id"":null,""business_persona_id"":null,""business_role"":null,""business_user_id"":null,""businessAccountName"":null,""email"":null,""first_name"":null,""ip_permission"":null,""isBusinessPerson"":false,""isFacebookWorkAccount"":false,""isInstagramBusinessPerson"":false,""isEnterpriseBusiness"":false,""shouldHideComponentsByUnsupportedFirstPartyTools"":false,""shouldShowAccountSwitchComponents"":false,""isUserOptInAccountSwitchInfraUpgrade"":false,""business_profile_pic_url"":null,""enterprise_profile_pic_url"":null,""isTwoFacNewFlow"":false,""last_name"":null,""personal_user_id"":""0"",""is_ads_feature_limited"":null,""is_business_banhammered"":null,""expiry_time"":null,""has_verified_email"":null,""permitted_business_account_task_ids"":[]},2654],[""JSErrorLoggingConfig"",[],{""appId"":256281040558,""extra"":[],""reportInterval"":50,""sampleWeight"":null,""sampleWeightKey"":""__jssesw"",""projectBlocklist"":[]},2776],[""DataStoreConfig"",[],{""expandoKey"":""__FB_STORE"",""useExpando"":true},2915],[""CookieCoreLoggingConfig"",[],{""maximumIgnorableStallMs"":16.67,""sampleRate"":9.7e-5,""sampleRateClassic"":1.0e-10,""sampleRateFastStale"":1.0e-8},3401],[""ImmediateImplementationExperiments"",[],{""prefer_message_channel"":true},3419],[""DTSGInitData"",[],{""token"":"""",""async_get_token"":""""},3515],[""UriNeedRawQuerySVConfig"",[],{""uris"":[""dms.netmng.com"",""doubleclick.net"",""r.msn.com"",""watchit.sky.com"",""graphite.instagram.com"",""www.kfc.co.th"",""learn.pantheon.io"",""www.landmarkshops.in"",""www.ncl.com"",""s0.wp.com"",""www.tatacliq.com"",""bs.serving-sys.com"",""kohls.com"",""lazada.co.th"",""xg4ken.com"",""technopark.ru"",""officedepot.com.mx"",""bestbuy.com.mx"",""booking.com"",""nibio.no"",""myworkdayjobs.com""]},3871],[""WebConnectionClassServerGuess"",[],{""connectionClass"":""EXCELLENT""},4705],[""BootloaderEndpointConfig"",[],{""debugNoBatching"":false,""maxBatchSize"":-1,""endpointURI"":""https:\/\/www.facebook.com\/ajax\/bootloader-endpoint\/""},5094],[""BigPipeExperiments"",[],{""link_images_to_pagelets"":false,""enable_bigpipe_plugins"":false},907],[""IntlVariationHoldout"",[],{""disable_variation"":false},6533],[""IntlNumberTypeProps"",[""IntlCLDRNumberType01""],{""module"":{""__m"":""IntlCLDRNumberType01""}},7027],[""AsyncRequestConfig"",[],{""retryOnNetworkError"":""1"",""useFetchStreamAjaxPipeTransport"":false},328],[""IntlPhonologicalRules"",[],{""meta"":{},""patterns"":{}},1496],[""IntlViewerContext"",[],{""GENDER"":3,""regionalLocale"":null},772],[""NumberFormatConfig"",[],{""decimalSeparator"":""."",""numberDelimiter"":"","",""minDigitsForThousandsSeparator"":4,""standardDecimalPatternInfo"":{""primaryGroupSize"":3,""secondaryGroupSize"":3},""numberingSystemData"":null},54],[""SessionNameConfig"",[],{""seed"":""2nWz""},757],[""ZeroCategoryHeader"",[],{},1127],[""ZeroRewriteRules"",[],{""rewrite_rules"":{},""whitelist"":{""\/hr\/r"":1,""\/hr\/p"":1,""\/zero\/unsupported_browser\/"":1,""\/zero\/policy\/optin"":1,""\/zero\/optin\/write\/"":1,""\/zero\/optin\/legal\/"":1,""\/zero\/optin\/free\/"":1,""\/about\/privacy\/"":1,""\/about\/privacy\/update\/"":1,""\/privacy\/explanation\/"":1,""\/zero\/toggle\/welcome\/"":1,""\/zero\/toggle\/nux\/"":1,""\/zero\/toggle\/settings\/"":1,""\/fup\/interstitial\/"":1,""\/work\/landing"":1,""\/work\/login\/"":1,""\/work\/email\/"":1,""\/ai.php"":1,""\/js_dialog_resources\/dialog_descriptions_android.json"":0,""\/connect\/jsdialog\/MPlatformAppInvitesJSDialog\/"":0,""\/connect\/jsdialog\/MPlatformOAuthShimJSDialog\/"":0,""\/connect\/jsdialog\/MPlatformLikeJSDialog\/"":0,""\/qp\/interstitial\/"":1,""\/qp\/action\/redirect\/"":1,""\/qp\/action\/close\/"":1,""\/zero\/support\/ineligible\/"":1,""\/zero_balance_redirect\/"":1,""\/zero_balance_redirect"":1,""\/zero_balance_redirect\/l\/"":1,""\/l.php"":1,""\/lsr.php"":1,""\/ajax\/dtsg\/"":1,""\/checkpoint\/block\/"":1,""\/exitdsite"":1,""\/zero\/balance\/pixel\/"":1,""\/zero\/balance\/"":1,""\/zero\/balance\/carrier_landing\/"":1,""\/zero\/flex\/logging\/"":1,""\/tr"":1,""\/tr\/"":1,""\/sem_campaigns\/sem_pixel_test\/"":1,""\/bookmarks\/flyout\/body\/"":1,""\/zero\/subno\/"":1,""\/confirmemail.php"":1,""\/policies\/"":1,""\/mobile\/internetdotorg\/classifier\/"":1,""\/zero\/dogfooding"":1,""\/xti.php"":1,""\/zero\/fblite\/config\/"":1,""\/hr\/zsh\/wc\/"":1,""\/ajax\/bootloader-endpoint\/"":1,""\/mobile\/zero\/carrier_page\/"":1,""\/mobile\/zero\/carrier_page\/education_page\/"":1,""\/mobile\/zero\/carrier_page\/feature_switch\/"":1,""\/mobile\/zero\/carrier_page\/settings_page\/"":1,""\/aloha_check_build"":1,""\/upsell\/zbd\/softnudge\/"":1,""\/mobile\/zero\/af_transition\/"":1,""\/mobile\/zero\/af_transition\/action\/"":1,""\/mobile\/zero\/freemium\/"":1,""\/mobile\/zero\/freemium\/redirect\/"":1,""\/mobile\/zero\/freemium\/zero_fup\/"":1,""\/privacy\/policy\/"":1,""\/privacy\/center\/"":1,""\/data\/manifest\/"":1,""\/4oh4.php"":1,""\/autologin.php"":1,""\/birthday_help.php"":1,""\/checkpoint\/"":1,""\/contact-importer\/"":1,""\/cr.php"":1,""\/legal\/terms\/"":1,""\/login.php"":1,""\/login\/"":1,""\/mobile\/account\/"":1,""\/n\/"":1,""\/remote_test_device\/"":1,""\/upsell\/buy\/"":1,""\/upsell\/buyconfirm\/"":1,""\/upsell\/buyresult\/"":1,""\/upsell\/promos\/"":1,""\/upsell\/continue\/"":1,""\/upsell\/h\/promos\/"":1,""\/upsell\/loan\/learnmore\/"":1,""\/upsell\/purchase\/"":1,""\/upsell\/promos\/upgrade\/"":1,""\/upsell\/buy_redirect\/"":1,""\/upsell\/loan\/buyconfirm\/"":1,""\/upsell\/loan\/buy\/"":1,""\/upsell\/sms\/"":1,""\/wap\/a\/channel\/reconnect.php"":1,""\/wap\/a\/nux\/wizard\/nav.php"":1,""\/wap\/appreg.php"":1,""\/wap\/birthday_help.php"":1,""\/wap\/c.php"":1,""\/wap\/confirmemail.php"":1,""\/wap\/cr.php"":1,""\/wap\/login.php"":1,""\/wap\/r.php"":1,""\/zero\/datapolicy"":1,""\/a\/timezone.php"":1,""\/a\/bz"":1,""\/bz\/reliability"":1,""\/r.php"":1,""\/mr\/"":1,""\/reg\/"":1,""\/registration\/log\/"":1,""\/terms\/"":1,""\/f123\/"":1,""\/expert\/"":1,""\/experts\/"":1,""\/terms\/index.php"":1,""\/terms.php"":1,""\/srr\/"":1,""\/msite\/redirect\/"":1,""\/fbs\/pixel\/"":1,""\/contactpoint\/preconfirmation\/"":1,""\/contactpoint\/cliff\/"":1,""\/contactpoint\/confirm\/submit\/"":1,""\/contactpoint\/confirmed\/"":1,""\/contactpoint\/login\/"":1,""\/preconfirmation\/contactpoint_change\/"":1,""\/help\/contact\/"":1,""\/survey\/"":1,""\/upsell\/loyaltytopup\/accept\/"":1,""\/settings\/"":1,""\/lite\/"":1,""\/zero_status_update\/"":1,""\/operator_store\/"":1,""\/upsell\/"":1,""\/wifiauth\/login\/"":1}},1478],[""WebDriverConfig"",[],{""isTestRunning"":false,""isJestE2ETestRun"":false,""isXRequestConfigEnabled"":false,""auxiliaryServiceInfo"":{},""testPath"":null,""originHost"":null},5332],[""FbtQTOverrides"",[],{""overrides"":{}},551],[""AnalyticsCoreData"",[],{""device_id"":""$^|Aca7P-EXrqIvz3SbKeznuJZ1XnjyzEOLLW_m4M9qn1Rox0rrkvDyamoRxeSUZ9bNnbrzpciHLgmaDtSDS4G9CU2YzqcYMok|fd.Aca-u2vRAfzUPnSw-okMfI2GUUB22PbqLrBpB8vgoVJA3ULxx23zgwAmRjhuu7zJCVUHsKzG5iJpORtSFtCHJW41"",""app_id"":""256281040558"",""enable_bladerunner"":false,""enable_ack"":true,""push_phase"":""C3"",""enable_observer"":false,""enable_cmcd_observer"":false,""enable_dataloss_timer"":false,""enable_fallback_for_br"":true,""queue_activation_experiment"":false,""max_delay_br_queue"":60000,""max_delay_br_queue_immediate"":3,""max_delay_br_init_not_complete"":3000,""consents"":{},""app_universe"":1,""br_stateful_migration_exp"":true,""br_stateful_migration_on"":true,""enable_non_fb_br_stateless_by_default"":false,""use_falco_as_mutex_key"":false},5237],[""cr:1126"",[""TimeSliceImpl""],{""__rc"":[""TimeSliceImpl"",null]},-1],[""cr:6640"",[""PromiseImpl""],{""__rc"":[""PromiseImpl"",null]},-1],[""cr:7386"",[""clearTimeoutWWW""],{""__rc"":[""clearTimeoutWWW"",null]},-1],[""cr:7390"",[""setTimeoutWWW""],{""__rc"":[""setTimeoutWWW"",null]},-1],[""cr:925100"",[""RunBlue""],{""__rc"":[""RunBlue"",null]},-1],[""cr:7385"",[""clearIntervalWWW""],{""__rc"":[""clearIntervalWWW"",null]},-1],[""cr:7389"",[""setIntervalAcrossTransitionsWWW""],{""__rc"":[""setIntervalAcrossTransitionsWWW"",null]},-1],[""cr:7391"",[""setTimeoutAcrossTransitionsWWW""],{""__rc"":[""setTimeoutAcrossTransitionsWWW"",null]},-1],[""cr:7936"",[""BlueCompatRouter""],{""__rc"":[""BlueCompatRouter"",null]},-1],[""cr:696703"",[],{""__rc"":[null,null]},-1],[""cr:708886"",[""EventProfilerImpl""],{""__rc"":[""EventProfilerImpl"",null]},-1],[""cr:6669"",[""DataStore""],{""__rc"":[""DataStore"",null]},-1],[""cr:7740"",[""RunBlue""],{""__rc"":[""RunBlue"",null]},-1],[""cr:7730"",[""getFbtResult""],{""__rc"":[""getFbtResult"",null]},-1],[""cr:1094907"",[],{""__rc"":[null,null]},-1],[""CurrentEnvironment"",[],{""facebookdotcom"":true,""messengerdotcom"":false,""workplacedotcom"":false,""instagramdotcom"":false,""workdotmetadotcom"":false,""horizondotmetadotcom"":false},827],[""CometAltpayJsSdkIframeAllowedDomains"",[],{""allowed_domains"":[""https:\/\/live.adyen.com"",""https:\/\/integration-facebook.payu.in"",""https:\/\/facebook.payulatam.com"",""https:\/\/secure.payu.com"",""https:\/\/facebook.dlocal.com"",""https:\/\/buy2.boku.com""]},4920],[""EventConfig"",[],{""sampling"":{""bandwidth"":0,""play"":0,""playing"":0,""progress"":0,""pause"":0,""ended"":0,""seeked"":0,""seeking"":0,""waiting"":0,""loadedmetadata"":0,""canplay"":0,""selectionchange"":0,""change"":0,""timeupdate"":0,""adaptation"":0,""focus"":0,""blur"":0,""load"":0,""error"":0,""message"":0,""abort"":0,""storage"":0,""scroll"":200000,""mousemove"":20000,""mouseover"":10000,""mouseout"":10000,""mousewheel"":1,""MSPointerMove"":10000,""keydown"":0.1,""click"":0.02,""mouseup"":0.02,""__100ms"":0.001,""__default"":5000,""__min"":100,""__interactionDefault"":200,""__eventDefault"":100000},""page_sampling_boost"":1,""interaction_regexes"":{},""interaction_boost"":{},""event_types"":{},""manual_instrumentation"":false,""profile_eager_execution"":false,""disable_heuristic"":true,""disable_event_profiler"":false},1726],[""FbtResultGK"",[],{""shouldReturnFbtResult"":true,""inlineMode"":""NO_INLINE""},876],[""cr:806696"",[""clearTimeoutBlue""],{""__rc"":[""clearTimeoutBlue"",null]},-1],[""cr:807042"",[""setTimeoutBlue""],{""__rc"":[""setTimeoutBlue"",null]},-1],[""cr:1003267"",[""clearIntervalBlue""],{""__rc"":[""clearIntervalBlue"",null]},-1],[""cr:896462"",[""setIntervalAcrossTransitionsBlue""],{""__rc"":[""setIntervalAcrossTransitionsBlue"",null]},-1],[""cr:986633"",[""setTimeoutAcrossTransitionsBlue""],{""__rc"":[""setTimeoutAcrossTransitionsBlue"",null]},-1],[""cr:6799"",[""EventProfilerAdsSessionProvider""],{""__rc"":[""EventProfilerAdsSessionProvider"",null]},-1],[""cr:1183579"",[""InlineFbtResultImpl""],{""__rc"":[""InlineFbtResultImpl"",null]},-1],[""AdsInterfacesSessionConfig"",[],{},2393]],""require"":[[""markJSEnabled""],[""lowerDomain""],[""URLFragmentPrelude""],[""Primer""],[""BigPipe""],[""Bootloader""],[""TimeSlice""],[""AsyncRequest""],[""FbtLogging""],[""IntlQtEventFalcoEvent""],[""RequireDeferredReference"",""unblock"",[],[[""AsyncRequest"",""FbtLogging"",""IntlQtEventFalcoEvent""],""sd""]],[""RequireDeferredReference"",""unblock"",[],[[""AsyncRequest"",""FbtLogging"",""IntlQtEventFalcoEvent""],""css""]]]});});
</script>
",15760,3,16,389,0,102,772,3,11425,1048,0.00019035532994923857,0.7249365482233503,0.066497461928934,0.0010152284263959391,0.02468274111675127,0.0,0.006472081218274112,0.04898477157360406,0.00019035532994923857,5.459050443900109,0
